"id_str","created_at","text"
"360813801051914240","2013-07-26 17:28:08","@marcdeb @deligfietser Aah, is dat hetzelfde als tussen de regels door lezen?"
"360789280542580736","2013-07-26 15:50:42","@deligfietser spaties of niet: lekker lezen! http://t.co/GRwiwnyQWz"
"360405572006318083","2013-07-25 14:25:59","@Folkersma Werkt weer!"
"360381147206782976","2013-07-25 12:48:55","@ErikTiesinga Aahh, good old NSA. Maar goed, die hebben wel kennis van zaken..."
"360376711600283650","2013-07-25 12:31:18","Android 4.3 sneller en veiliger. http://t.co/0PW9hEMKV8"
"359404509069447169","2013-07-22 20:08:07","@marcdeb Gefeliciteerd. Ik herinner me nu ineens ook een code die je gebruikt heb tijdens RAUH..."
"358196930096021504","2013-07-19 12:09:37","@deligfietser Veel plezier daar in Moskva!"
"357876186371735552","2013-07-18 14:55:06","@MattSpijker @emcnederland Wel als je alles 'on-premise' doet?"
"357876040787431425","2013-07-18 14:54:31","@MattSpijker @emcnederland ""Encryptiesleutels en data opgeslagen in aparte datacenters"" Dan heb je de sleutels niet in eigen beheer. Jammer."
"357528719100870656","2013-07-17 15:54:24","Mooi, nu ook mijn Windows partitie zichtbaar binnen de hackintosh dmv Fusion. Nice! http://t.co/TsMi6hXU4d"
"354267266726113282","2013-07-08 15:54:33","@deligfietser Toch niet vanwege mijn mailing? Je zou alleen een biertje nemen. .."
"348084430008619008","2013-06-21 14:26:09","@deligfietser Slechte score voor http://t.co/OlG5gkmEiM"
"345241404324331520","2013-06-13 18:08:59","@deligfietser Hė, da's lekker makkelijk!"
"345237370490220544","2013-06-13 17:52:57","@marcdeb Hmmm USB 3 doet het niet. Sleep wel. Gisteren en vannacht al getest. Voor USB 3 moet ik opnieuw MB in?"
"345235709013147648","2013-06-13 17:46:21","@marcdeb Nog niet geprobeerd. Heb ik daar een USB 3 device voor nodig? Of kan een USB 2 device in een USB 3 slot ook?"
"345225075961765888","2013-06-13 17:04:06","@deligfietser Maak je wel even aantekeningen…?"
"345207765662318592","2013-06-13 15:55:19","Geluid op de hackintosh werkt ook prima. Nu nog een partitie met Windows en eentje met Ubuntu. http://t.co/oh6Ud7HbYW"
"344862985111613440","2013-06-12 17:05:17","@sjweiland Een zogenaamde hackintosh: een Mac-OS op niet-Mac hardware. Zie ook: http://t.co/JobzCNKxIr"
"344847249643294720","2013-06-12 16:02:46","Opnieuw Mac OS-X geïnstalleerd. Nu geen problemen meer zo te zien. Alleen geluid kan ik nog niet testen... http://t.co/Cmsf1YU0nD"
"344543144588738560","2013-06-11 19:54:22","OS-X op mijn nieuwe computer. Cool! Thnx to @marcdeb http://t.co/pzKEQeRjDF"
"342739229484388353","2013-06-06 20:26:14","@deligfietser Amersfoort. Coureur Gert-Jan heeft ons erlangs geloodst."
"342734627213029376","2013-06-06 20:07:57","Vanaf CIP weer terug. Door de berm! http://t.co/ia3Bd7JirV"
"340131459203493888","2013-05-30 15:43:54","Leuke sessie over DDoS. http://t.co/KwEQL2YUnf"
"329183263824433152","2013-04-30 10:39:40","Dankzij http://t.co/48cmRLDCOh werkt RUIT ook op Ubuntu 13.04!"
"328822329335508992","2013-04-29 10:45:27","Raring Ringtail. (Hopen dat RUIT weer gaat werken) http://t.co/P87A1Nztu6"
"318799973972058112","2013-04-01 19:00:11","Paasvuur, Vries. http://t.co/LDE5xDq9Z0"
"310835703514812417","2013-03-10 19:33:01","Toch maar over naar Chrome OS? https://t.co/3NNCPox0Kj"
"310437436561956864","2013-03-09 17:10:27","@marcdeb dat was niet zo moeilijk..."
"307866188824858624","2013-03-02 14:53:13","@marcdeb @gerrie_de_boer @gertmaneschijn Da's nou jammer. Nou weet ik niet zeker meer of deze tweet van jou afkomstig is."
"307865109533978625","2013-03-02 14:48:56","@marcdeb @gertmaneschijn  Ik denk dat ik overga op: http://t.co/msRutnTF7p"
"307799287180427264","2013-03-02 10:27:23","@marcdeb @GertManeschijn Zullen we overgaan naar het Mac platform?"
"305377104172838913","2013-02-23 18:02:29","@marcdeb Ja, maar verwacht je niet bij MS!"
"305258672567746561","2013-02-23 10:11:53","Alweer problemen met Azure... http://t.co/Tn68j0mcie"
"303620623786188800","2013-02-18 21:42:52","@deligfietser @gertmaneschijn @marcdeb De toon is eigenlijk: vertrouw ons nou maar..."
"286902802058452993","2013-01-03 18:32:13","Ubuntu voor smartphones. Ziet er goed uit. Interessant! Tweakers http://t.co/MHWW4w1"
"285851802312785920","2012-12-31 20:55:55","@marcdeb Gelukkig, weer één minder.  http://t.co/l7evoaz"
"285734866862084096","2012-12-31 13:11:17","De eerste oliebollen!!  En alvast een voorspoedig 2013 voor iedereen! http://t.co/5f04HBZ"
"281792404300910592","2012-12-20 16:05:20","Gezellig!! http://t.co/AjM2KkY"
"281772025150853120","2012-12-20 14:44:22","Rare jongens die Tukkers. http://t.co/cOnMuo5"
"236538627943972864","2012-08-17 19:02:59","Vreemd. Bijna 70 jaar geleden werd hier veel bloed vergoten. Nu liggen wij er te zonnen. Omaha beach. http://t.co/YgS0Ch9"
"232351831928479744","2012-08-06 05:46:08","@deligfietser if anyone is listening... Nee, ze zijn aan het feestvieren!!"
"232350860657709056","2012-08-06 05:42:16","@deligfietser Ze zijn erg enthousiast over een aantal wazige foto 's... Toch wel indrukwekkend hoor! #geenhd"
"232348692512907264","2012-08-06 05:33:39","Touchdown!!!"
"232348124650274816","2012-08-06 05:31:24","@deligfietser Best wel spannend...  #zouhetwelechtzijn"
"232347182194376704","2012-08-06 05:27:39","@deligfietser Doe ik ook via Nasa tv. #zouhetwelechtzijn"
"232346268582703104","2012-08-06 05:24:01","Mars  Curiosity , 10 minuten tot touchdown!"
"232026356186238976","2012-08-05 08:12:48","Al baantjes getrokken in het zwembad. Werd voor gek verklaard maar het is heerlijk!"
"230760273919766529","2012-08-01 20:21:51","http://t.co/dGJgaRa. Ziet er allemaal gelikt uit! Zal ik m'n GMail inlezen? Of toch maar niet..."
"229997353338290177","2012-07-30 17:50:16","RT @arjanhs: The Post-BlackBerry Era http://t.co/c1JQpIr.  VMWare en BYOD."
"229253631516504066","2012-07-28 16:34:59","@koenboer En ik verdenk de @deligfietser ervan dat hij niet alleen wat doet voor Webwereld maar ook een vinger in de pap heeft bij de NOS!"
"229242038334418944","2012-07-28 15:48:55","@koenboer  Dat geloof ik wel. Maar na de tour en ook omdat er nu zoveel wordt gesport vond ik het wel genoeg."
"229206985453760513","2012-07-28 13:29:38","Ongelofelijk! 3 Weken Tour en ook nu weer alleen fietsen bij NOS. Alsof #London2012 alleen fietsen is..."
"227111889879064576","2012-07-22 18:44:28","@marcdeb Hé Marc, nogmaals gefeliciteerd!"
"218860043465003010","2012-06-30 00:14:35","RT @MissMontreal: TT Assen! Jullie draaiden je allemaal om voor ons! Te gekkkk! Xxxx [pic] http://t.co/4Q5miNTZ"
